Year,Month,Date,State,State_Clean,Station,Station_Clean,Monitored,Available,Power generation report for NTPC Station under (Dated) program,Power generation under todays actual,Coal Stock,Outage,Daily_Capacity_Factor,Zero_Gen_Flag,Zero_Gen_Check_Count,Capacity_Category,
2023,December-2023 ,12/22/2023,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 1,SIPAT STPS UNIT 1,660,660,14.32,15.68,5.00,0.00,98.99,OK,0,High Capacity,
2020,December-2020 ,12/4/2020,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 1,SINGRAULI STPS UNIT 1,200,200,4.19,4.93,15.00,0.00,102.71,OK,0,Low Capacity,
2020,September-2020 ,9/17/2020,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 7,VINDHYACHAL STPS UNIT 7,500,500,9.13,11.60,6.00,0.00,96.67,OK,0,Low Capacity,
2021,January-2021 ,1/18/2021,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 2,DADRI (NCTPP) UNIT 2,210,0,2.29,0.00,20.00,210.00,0.00,OK,0,Low Capacity,
2021,December-2021 ,12/21/2021,Telangana,Telangana,RAMAGUNDEM STPSUnit 6,RAMAGUNDEM STPS UNIT 6,500,500,8.39,10.26,15.00,0.00,85.50,OK,0,Low Capacity,
2022,March-2022 ,3/21/2022,Odisha,Odisha,DARLIPALI STPSUnit 1,DARLIPALI STPS UNIT 1,800,800,12.19,18.06,15.00,0.00,94.06,OK,0,High Capacity,
2019,March-2019 ,3/14/2019,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 1,SIPAT STPS UNIT 1,660,660,13.55,15.78,0.00,0.00,99.62,OK,0,High Capacity,
2024,June-2024 ,6/28/2024,Karnataka,Karnataka,KUDGI STPPUnit 2,KUDGI STPP UNIT 2,800,800,15.13,12.37,14.00,0.00,64.43,OK,0,High Capacity,
2023,February-2023 ,2/3/2023,Himachal Pradesh,Himachal Pradesh,KOLDAM,KOLDAM,800,0,2.68,0.01,0.00,800.00,0.05,OK,0,Low Capacity,
2019,December-2019 ,12/27/2019,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 3,SIPAT STPS UNIT 3,660,660,0.00,15.65,5.00,0.00,98.80,OK,0,High Capacity,
2018,August-2018 ,8/26/2018,Chhattisgarh,Chhattisgarh,LARA TPPUnit 1,LARA TPP UNIT 1,800,0,2.87,0.00,0.00,800.00,0.00,OK,0,Low Capacity,
2025,March-2025 ,3/7/2025,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 5,DADRI (NCTPP) UNIT 5,490,490,9.35,8.34,31.00,0.00,70.92,OK,0,Low Capacity,
2025,January-2025 ,1/1/2025,Bihar,Bihar,BARAUNI TPSUnit 8,BARAUNI TPS UNIT 8,250,250,4.16,5.57,15.00,0.00,92.83,OK,0,Low Capacity,
2018,November-2018 ,11/5/2018,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 2,UNCHAHAR TPS UNIT 2,210,210,3.63,4.21,0.00,0.00,83.53,OK,0,Low Capacity,
2021,Feb-2021,12-Feb-2021,Uttarakhand,,TAPOVAN VISHNUGAD HPS,TAPOVAN VISHNUGAD HPS,0,0,1.93,0,0,0,0,,,,
2022,July-2022 ,7/14/2022,Bihar,Bihar,BARH STPSUnit 1,BARH STPS UNIT 1,660,660,7.81,13.65,9.00,0.00,86.17,OK,0,High Capacity,
2025,October-2025 ,10/13/2025,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 11,VINDHYACHAL STPS UNIT 11,500,500,11.55,10.28,10.00,0.00,85.67,OK,0,Low Capacity,
2022,June-2022 ,6/18/2022,Bihar,Bihar,KAHALGAON TPSUnit 6,KAHALGAON TPS UNIT 6,500,500,11.20,10.91,9.00,0.00,90.92,OK,0,Low Capacity,
2019,Mar-2019,23-Mar-2019,Delhi,,BADARPUR TPS_Unit 2,BADARPUR TPS UNIT 2,0,0,0,0,0,0,0,,,,
2018,August-2018 ,8/17/2018,Odisha,Odisha,TALCHER STPSUnit 4,TALCHER STPS UNIT 4,500,500,10.23,7.44,0.00,0.00,62.00,OK,0,Low Capacity,
2025,December-2025 ,12/4/2025,Bihar,Bihar,KAHALGAON TPSUnit 2,KAHALGAON TPS UNIT 2,210,0,4.29,0.00,18.00,210.00,0.00,OK,0,Low Capacity,
2023,October-2023 ,10/1/2023,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 4,TANDA TPS UNIT 4,110,110,1.84,1.83,6.00,0.00,69.32,OK,0,Low Capacity,
2022,November-2022 ,11/3/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 8,VINDHYACHAL STPS UNIT 8,500,500,10.70,11.69,10.00,0.00,97.42,OK,0,Low Capacity,
2020,June-2020 ,6/19/2020,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 1,TANDA TPS UNIT 1,110,110,1.37,1.80,68.00,0.00,68.18,OK,0,Low Capacity,
2022,May-2022 ,5/29/2022,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 5,RIHAND STPS UNIT 5,500,500,9.97,11.69,27.00,0.00,97.42,OK,0,Low Capacity,
2019,May-2019 ,5/3/2019,Odisha,Odisha,TALCHER STPSUnit 6,TALCHER STPS UNIT 6,500,500,9.90,10.36,2.00,0.00,86.33,OK,0,Low Capacity,
2019,November-2019 ,11/27/2019,Bihar,Bihar,BARAUNI TPSUnit 7,BARAUNI TPS UNIT 7,105,0,1.70,0.00,0.00,105.00,0.00,OK,0,Low Capacity,
2023,May-2023 ,5/4/2023,Maharashtra,Maharashtra,SOLAPUR STPSUnit 2,SOLAPUR STPS UNIT 2,660,660,10.35,10.44,16.00,0.00,65.91,OK,0,High Capacity,
2018,June-2018 ,6/2/2018,Delhi,Delhi,BADARPUR TPSUnit 5,BADARPUR TPS UNIT 5,210,210,0.00,4.11,0.00,0.00,81.55,OK,0,Low Capacity,
2021,March-2021 ,3/1/2021,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 7,SINGRAULI STPS UNIT 7,500,500,9.35,10.49,18.00,0.00,87.42,OK,0,Low Capacity,
2019,January-2019 ,1/16/2019,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 6,SINGRAULI STPS UNIT 6,500,500,9.90,12.18,0.00,0.00,101.50,OK,0,Low Capacity,
2017,December-2017 ,12/23/2017,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 4,KORBA STPS UNIT 4,500,500,10.32,12.18,0.00,0.00,101.50,OK,0,Low Capacity,
2021,November-2021 ,11/5/2021,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 2,VINDHYACHAL STPS UNIT 2,210,210,4.77,3.58,7.00,0.00,71.03,OK,0,Low Capacity,
2018,August-2018 ,8/5/2018,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 3,VINDHYACHAL STPS UNIT 3,210,210,3.74,4.53,0.00,0.00,89.88,OK,0,Low Capacity,
2019,March-2019 ,3/17/2019,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 4,RIHAND STPS UNIT 4,500,0,10.23,0.00,0.00,500.00,0.00,OK,0,Low Capacity,
2025,February-2025 ,2/25/2025,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 6,TANDA TPS UNIT 6,660,660,15.54,11.97,17.00,0.00,75.57,OK,0,High Capacity,
2018,May-2018 ,5/30/2018,Assam,Assam,BONGAIGAON TPPUnit 1,BONGAIGAON TPP UNIT 1,250,250,4.58,5.75,0.00,0.00,95.83,OK,0,Low Capacity,
2024,March-2024 ,3/15/2024,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 2,KORBA STPS UNIT 2,200,200,4.77,4.86,11.00,0.00,101.25,OK,0,Low Capacity,
2020,August-2020 ,8/20/2020,Bihar,Bihar,KAHALGAON TPSUnit 3,KAHALGAON TPS UNIT 3,210,0,3.35,0.00,30.00,210.00,0.00,OK,0,Low Capacity,
2018,November-2018 ,11/29/2018,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 1,UNCHAHAR TPS UNIT 1,210,210,3.73,3.55,0.00,0.00,70.44,OK,0,Low Capacity,
2019,February-2019 ,2/24/2019,Odisha,Odisha,TALCHER STPSUnit 1,TALCHER STPS UNIT 1,500,500,10.25,12.02,0.00,0.00,100.17,OK,0,Low Capacity,
2025,June-2025 ,6/10/2025,West Bengal,West Bengal,FARAKKA STPSUnit 3,FARAKKA STPS UNIT 3,200,200,4.37,2.72,29.00,0.00,56.67,OK,0,Low Capacity,
2023,August-2023 ,8/28/2023,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 2,SIPAT STPS UNIT 2,660,0,16.81,0.00,20.00,660.00,0.00,OK,0,Low Capacity,
2020,December-2020 ,12/25/2020,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 3,TANDA TPS UNIT 3,110,0,1.29,0.00,55.00,110.00,0.00,OK,0,Low Capacity,
2019,April-2019 ,4/19/2019,Telangana,Telangana,RAMAGUNDEM STPSUnit 1,RAMAGUNDEM STPS UNIT 1,200,200,4.13,3.74,23.00,0.00,77.92,OK,0,Low Capacity,
2024,June-2024 ,6/12/2024,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 4,SIPAT STPS UNIT 4,500,500,11.27,11.46,18.00,0.00,95.50,OK,0,Low Capacity,
2021,February-2021 ,2/16/2021,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 1,DADRI (NCTPP) UNIT 1,210,0,2.32,0.00,20.00,210.00,0.00,OK,0,Low Capacity,
2023,June-2026 ,6/11/2023,Bihar,Bihar,KAHALGAON TPSUnit 5,KAHALGAON TPS UNIT 5,500,500,11.67,10.14,10.00,0.00,84.50,OK,0,Low Capacity,
2023,May-2023 ,5/6/2023,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 1,TANDA TPS UNIT 1,110,0,2.26,0.00,21.00,110.00,0.00,OK,0,Low Capacity,
2024,August-2024 ,8/10/2024,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 4,KORBA STPS UNIT 4,500,500,11.65,8.83,5.00,0.00,73.58,OK,0,Low Capacity,
2023,August-2026 ,8/3/2023,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 10,VINDHYACHAL STPS UNIT 10,500,500,11.61,11.20,28.00,0.00,93.33,OK,0,Low Capacity,
2025,February-2025 ,2/2/2025,Bihar,Bihar,BARH STPSUnit 1,BARH STPS UNIT 1,660,0,12.36,0.00,27.00,660.00,0.00,OK,0,Low Capacity,
2023,April-2023 ,4/7/2023,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 4,KORBA STPS UNIT 4,500,500,11.83,11.38,10.00,0.00,94.83,OK,0,Low Capacity,
2024,October-2024 ,10/4/2024,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 5,KORBA STPS UNIT 5,500,500,11.65,11.52,6.00,0.00,96.00,OK,0,Low Capacity,
2023,June-2026 ,6/4/2023,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 9,VINDHYACHAL STPS UNIT 9,500,500,11.63,11.53,19.00,0.00,96.08,OK,0,Low Capacity,
2022,October-2022 ,10/17/2022,Bihar,Bihar,KAHALGAON TPSUnit 3,KAHALGAON TPS UNIT 3,210,210,3.84,3.90,12.00,0.00,77.38,OK,0,Low Capacity,
2020,February-2020 ,2/24/2020,Maharashtra,Maharashtra,MAUDA TPSUnit 1,MAUDA TPS UNIT 1,500,500,8.00,8.67,32.00,0.00,72.25,OK,0,Low Capacity,
2019,Oct-2019,07-Oct-2019,Chhattisgarh,,LARA TPP_Unit 2,LARA TPP UNIT 2,0,0,0,0,0,0,0,,,,
2021,December-2021 ,12/14/2021,Gujarat,Gujarat,GANDHAR CCPP,GANDHAR CCPP,657,657,2.18,0.27,0.00,0.00,1.71,OK,0,High Capacity,
2019,February-2019 ,2/16/2019,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 4,SIPAT STPS UNIT 4,500,500,11.25,11.50,0.00,0.00,95.83,OK,0,Low Capacity,
2022,May-2022 ,5/31/2022,Madhya Pradesh,Madhya Pradesh,KHARGONE STPPUnit 1,KHARGONE STPP UNIT 1,660,660,9.00,14.40,4.00,0.00,90.91,OK,0,High Capacity,
2019,Aug-2019,16-Aug-2019,Odisha,,DARLIPALI STPS_Unit 2,DARLIPALI STPS UNIT 2,0,0,0,0,0,0,0,,,,
2020,July-2020 ,7/1/2020,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 3,SIMHADRI UNIT 3,500,500,7.39,8.25,52.00,0.00,68.75,OK,0,Low Capacity,
2024,May-2024 ,5/9/2024,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 6,DADRI (NCTPP) UNIT 6,490,490,9.13,6.69,42.00,0.00,56.89,OK,0,Low Capacity,
2019,July-2019 ,7/12/2019,Karnataka,Karnataka,KUDGI STPPUnit 3,KUDGI STPP UNIT 3,800,0,4.84,0.00,23.00,800.00,0.00,OK,0,Low Capacity,
2022,October-2022 ,10/2/2022,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 3,DADRI (NCTPP) UNIT 3,210,210,1.65,2.79,4.00,0.00,55.36,OK,0,Low Capacity,
2022,August-2022 ,8/17/2022,Chhattisgarh,Chhattisgarh,SIPAT STPSUnit 1,SIPAT STPS UNIT 1,660,660,13.71,14.53,5.00,0.00,91.73,OK,0,High Capacity,
2025,August-2025 ,8/2/2025,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 6,TANDA TPS UNIT 6,660,660,11.55,13.43,42.00,0.00,84.79,OK,0,High Capacity,
2023,May-2023 ,5/8/2023,West Bengal,West Bengal,FARAKKA STPSUnit 3,FARAKKA STPS UNIT 3,200,200,4.29,4.51,11.00,0.00,93.96,OK,0,Low Capacity,
2020,November-2020 ,11/23/2020,Telangana,Telangana,RAMAGUNDEM STPSUnit 1,RAMAGUNDEM STPS UNIT 1,200,200,3.73,3.86,15.00,0.00,80.42,OK,0,Low Capacity,
2020,October-2020 ,10/12/2020,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 6,KORBA STPS UNIT 6,500,500,9.45,11.74,6.00,0.00,97.83,OK,0,Low Capacity,
2021,December-2021 ,12/30/2021,Odisha,Odisha,DARLIPALI STPSUnit 2,DARLIPALI STPS UNIT 2,800,800,3.97,18.81,34.00,0.00,97.97,OK,0,High Capacity,
2018,March-2018 ,3/26/2018,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 7,KORBA STPS UNIT 7,500,500,11.03,11.96,0.00,0.00,99.67,OK,0,Low Capacity,
2022,November-2022 ,11/16/2022,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 2,SINGRAULI STPS UNIT 2,200,200,3.63,4.86,14.00,0.00,101.25,OK,0,Low Capacity,
2019,August-2019 ,8/17/2019,Bihar,Bihar,BARAUNI TPSUnit 9,BARAUNI TPS UNIT 9,250,0,0.00,0.00,0.00,250.00,0.00,OK,0,Low Capacity,
2024,June-2024 ,6/4/2024,Maharashtra,Maharashtra,MAUDA TPSUnit 1,MAUDA TPS UNIT 1,500,500,10.53,9.29,13.00,0.00,77.42,OK,0,Low Capacity,
2024,May-2024 ,5/20/2024,Haryana,Haryana,FARIDABAD CCPP,FARIDABAD CCPP,432,0,0.42,3.32,0.00,431.59,32.05,OK,0,Low Capacity,
2020,September-2020 ,9/11/2020,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 12,VINDHYACHAL STPS UNIT 12,500,500,8.73,10.67,7.00,0.00,88.92,OK,0,Low Capacity,
2019,December-2019 ,12/26/2019,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 1,KORBA STPS UNIT 1,200,200,4.16,4.81,8.00,0.00,100.21,OK,0,Low Capacity,
2019,April-2019 ,4/18/2019,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 1,RIHAND STPS UNIT 1,500,500,10.43,11.94,21.00,0.00,99.50,OK,0,Low Capacity,
2018,January-2018 ,1/9/2018,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,0,11.32,0.00,0.00,500.00,0.00,OK,0,Low Capacity,
2022,February-2022 ,2/10/2022,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 2,KORBA STPS UNIT 2,200,200,4.46,4.86,9.00,0.00,101.25,OK,0,Low Capacity,
2017,November-2017 ,11/19/2017,Maharashtra,Maharashtra,MAUDA TPSUnit 1,MAUDA TPS UNIT 1,500,500,4.10,7.10,0.00,0.00,59.17,OK,0,Low Capacity,
2020,December-2020 ,12/22/2020,Madhya Pradesh,Madhya Pradesh,KHARGONE STPPUnit 2,KHARGONE STPP UNIT 2,660,660,10.32,11.59,0.00,0.00,73.17,OK,0,High Capacity,
2017,September-2017 ,9/6/2017,Delhi,Delhi,BADARPUR TPSUnit 3,BADARPUR TPS UNIT 3,95,0,0.00,0.00,0.00,95.00,0.00,OK,0,Low Capacity,
2019,May-2019 ,5/31/2019,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 1,SINGRAULI STPS UNIT 1,200,200,4.69,3.81,18.00,0.00,79.38,OK,0,Low Capacity,
2021,May-2021 ,5/8/2021,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 3,TANDA TPS UNIT 3,110,0,2.23,0.00,10.00,110.00,0.00,OK,0,Low Capacity,
2025,October-2025 ,10/25/2025,Uttar Pradesh,Uttar Pradesh,TANDA TPSUnit 5,TANDA TPS UNIT 5,660,660,12.68,11.39,34.00,0.00,71.91,OK,0,High Capacity,
2022,Oct-2022,28-Oct-2022,Telangana,,TELANGANA STPP_Unit 2,TELANGANA STPP UNIT 2,0,0,0.26,0,0,0,0,,,,
2023,December-2023 ,12/27/2023,Assam,Assam,BONGAIGAON TPPUnit 1,BONGAIGAON TPP UNIT 1,250,250,5.74,5.17,11.00,0.00,86.17,OK,0,Low Capacity,
2021,July-2021 ,7/6/2021,Telangana,Telangana,RAMAGUNDEM STPSUnit 2,RAMAGUNDEM STPS UNIT 2,200,200,4.68,4.55,8.00,0.00,94.79,OK,0,Low Capacity,
2017,December-2017 ,12/15/2017,Haryana,Haryana,FARIDABAD CCPP,FARIDABAD CCPP,432,294,3.42,0.00,0.00,137.76,0.00,Check,1,Low Capacity,
2021,October-2021 ,10/11/2021,Chhattisgarh,Chhattisgarh,KORBA STPSUnit 5,KORBA STPS UNIT 5,500,500,11.16,12.07,2.00,0.00,100.58,OK,0,Low Capacity,
2023,March-2023 ,3/31/2023,Bihar,Bihar,BARH STPSUnit 5,BARH STPS UNIT 5,660,660,11.42,13.97,22.00,0.00,88.19,OK,0,High Capacity,
2021,March-2021 ,3/9/2021,Telangana,Telangana,RAMAGUNDEM STPSUnit 2,RAMAGUNDEM STPS UNIT 2,200,200,3.32,4.59,10.00,0.00,95.63,OK,0,Low Capacity,
2020,December-2020 ,12/27/2020,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,500,8.06,9.43,14.00,0.00,78.58,OK,0,Low Capacity,
2023,December-2023 ,12/7/2023,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 3,SIMHADRI UNIT 3,500,500,9.26,9.51,9.00,0.00,79.25,OK,0,Low Capacity,
2025,March-2025 ,3/18/2025,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 2,VINDHYACHAL STPS UNIT 2,210,210,4.94,4.93,19.00,0.00,97.82,OK,0,Low Capacity,
2019,January-2019 ,1/14/2019,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 11,VINDHYACHAL STPS UNIT 11,500,500,8.94,10.08,0.00,0.00,84.00,OK,0,Low Capacity,
2022,February-2022 ,2/18/2022,Bihar,Bihar,BARH IUnit 1,BARH I UNIT 1,660,0,3.57,0.00,0.00,660.00,0.00,OK,0,Low Capacity,
2021,July-2021 ,7/16/2021,Bihar,Bihar,KAHALGAON TPSUnit 6,KAHALGAON TPS UNIT 6,500,0,6.45,0.00,4.00,500.00,0.00,OK,0,Low Capacity,
2022,December-2022 ,12/16/2022,Rajasthan,Rajasthan,ANTA CCPP,ANTA CCPP,419,0,0.83,0.96,0.00,419.33,9.54,OK,0,Low Capacity,
2021,August-2021 ,8/13/2021,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 8,VINDHYACHAL STPS UNIT 8,500,500,10.26,11.21,7.00,0.00,93.42,OK,0,Low Capacity,
2023,October-2023 ,10/17/2023,Telangana,Telangana,RAMAGUNDEM STPSUnit 7,RAMAGUNDEM STPS UNIT 7,500,500,9.29,10.29,7.00,0.00,85.75,OK,0,Low Capacity,
2018,May-2018,06-May-2018,Odisha,,DARLIPALI STPS_Unit 1,DARLIPALI STPS UNIT 1,0,0,0,0,0,0,0,,,,
2022,Feb-2022,19-Feb-2022,Jharkhand,,NORTH KARANPURA TPP_Unit 1,NORTH KARANPURA TPP UNIT 1,0,0,2.64,0,0,0,0,,,,
2024,November-2024 ,11/16/2024,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 4,VINDHYACHAL STPS UNIT 4,210,210,4.93,5.03,13.00,0.00,99.80,OK,0,Low Capacity,
2025,March-2025 ,3/4/2025,Uttar Pradesh,Uttar Pradesh,UNCHAHAR TPSUnit 4,UNCHAHAR TPS UNIT 4,210,210,4.87,4.40,13.00,0.00,87.30,OK,0,Low Capacity,
2022,March-2022 ,3/12/2022,Andhra Pradesh,Andhra Pradesh,SIMHADRIUnit 2,SIMHADRI UNIT 2,500,500,4.77,11.71,9.00,0.00,97.58,OK,0,Low Capacity,
2025,October-2025 ,10/1/2025,Bihar,Bihar,BARAUNI TPSUnit 9,BARAUNI TPS UNIT 9,250,0,5.00,3.64,15.00,250.00,60.67,OK,0,Low Capacity,
2021,July-2021 ,7/18/2021,Madhya Pradesh,Madhya Pradesh,GADARWARA TPPUnit 1,GADARWARA TPP UNIT 1,800,800,0.00,12.04,21.00,0.00,62.71,OK,0,High Capacity,
2021,February-2021 ,2/17/2021,Uttar Pradesh,Uttar Pradesh,DADRI (NCTPP)Unit 3,DADRI (NCTPP) UNIT 3,210,0,2.86,0.00,20.00,210.00,0.00,OK,0,Low Capacity,
2022,October-2022 ,10/27/2022,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 1,RIHAND STPS UNIT 1,500,500,10.77,11.89,20.00,0.00,99.08,OK,0,Low Capacity,
2019,September-2019 ,9/14/2019,Telangana,Telangana,RAMAGUNDEM STPSUnit 4,RAMAGUNDEM STPS UNIT 4,500,500,9.80,8.78,10.00,0.00,73.17,OK,0,Low Capacity,
2020,November-2020 ,11/23/2020,Telangana,Telangana,RAMAGUNDEM STPSUnit 2,RAMAGUNDEM STPS UNIT 2,200,200,3.86,3.75,15.00,0.00,78.13,OK,0,Low Capacity,
2017,September-2017 ,9/8/2017,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 4,SINGRAULI STPS UNIT 4,200,200,3.93,4.04,0.00,0.00,84.17,OK,0,Low Capacity,
2020,January-2020 ,1/2/2020,Maharashtra,Maharashtra,SOLAPURUnit 1,SOLAPUR UNIT 1,660,0,10.87,0.00,45.00,660.00,0.00,OK,0,Low Capacity,
2021,Sep-2021,10-Sep-2021,Odisha,,TALCHER (OLD) TPS_Unit 3,TALCHER (OLD) TPS UNIT 3,0,0,1.17,0,0,0,0,,,,
2025,September-2025 ,9/12/2025,Uttar Pradesh,Uttar Pradesh,RIHAND STPSUnit 4,RIHAND STPS UNIT 4,500,500,11.40,10.65,24.00,0.00,88.75,OK,0,Low Capacity,
2025,June-2025 ,6/27/2025,Haryana,Haryana,FARIDABAD CCPP,FARIDABAD CCPP,432,138,0.63,0.60,0.00,293.83,5.79,OK,0,Low Capacity,
2019,June-2019 ,6/13/2019,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 6,SINGRAULI STPS UNIT 6,500,500,9.67,11.57,16.00,0.00,96.42,OK,0,Low Capacity,
2019,May-2019 ,5/25/2019,Telangana,Telangana,RAMAGUNDEM STPSUnit 2,RAMAGUNDEM STPS UNIT 2,200,200,4.10,4.06,24.00,0.00,84.58,OK,0,Low Capacity,
2018,January-2018 ,1/10/2018,Rajasthan,Rajasthan,ANTA CCPP,ANTA CCPP,419,0,1.70,5.43,0.00,419.33,53.96,OK,0,Low Capacity,
2020,November-2020 ,11/4/2020,Bihar,Bihar,KAHALGAON TPSUnit 7,KAHALGAON TPS UNIT 7,500,500,7.97,11.91,20.00,0.00,99.25,OK,0,Low Capacity,
2023,May-2023 ,5/9/2023,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 4,SINGRAULI STPS UNIT 4,200,200,4.65,4.93,17.00,0.00,102.71,OK,0,Low Capacity,
2024,November-2024 ,11/30/2024,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 6,SINGRAULI STPS UNIT 6,500,500,11.80,11.33,10.00,0.00,94.42,OK,0,Low Capacity,
2024,January-2024 ,1/23/2024,Haryana,Haryana,FARIDABAD CCPP,FARIDABAD CCPP,432,0,0.39,0.00,0.00,431.59,0.00,OK,0,Low Capacity,
2022,February-2022 ,2/2/2022,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 2,SINGRAULI STPS UNIT 2,200,200,4.61,4.57,18.00,0.00,95.21,OK,0,Low Capacity,
2024,February-2024 ,2/2/2024,Odisha,Odisha,TALCHER STPSUnit 6,TALCHER STPS UNIT 6,500,500,11.62,11.70,18.00,0.00,97.50,OK,0,Low Capacity,
2022,May-2022 ,5/23/2022,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 4,VINDHYACHAL STPS UNIT 4,210,0,0.00,0.00,23.00,210.00,0.00,OK,0,Low Capacity,
2017,December-2017 ,12/2/2017,Bihar,Bihar,BARH IIUnit 4,BARH II UNIT 4,660,660,10.26,14.26,0.00,0.00,90.03,OK,0,High Capacity,
2021,August-2021 ,8/14/2021,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 7,VINDHYACHAL STPS UNIT 7,500,500,11.73,8.40,7.00,0.00,70.00,OK,0,Low Capacity,
2019,March-2019 ,3/1/2019,Bihar,Bihar,BARAUNI TPSUnit 7,BARAUNI TPS UNIT 7,105,0,1.13,0.00,0.00,105.00,0.00,OK,0,Low Capacity,
2018,November-2018 ,11/24/2018,Uttar Pradesh,Uttar Pradesh,SINGRAULI STPSUnit 6,SINGRAULI STPS UNIT 6,500,500,9.93,12.25,0.00,0.00,102.08,OK,0,Low Capacity,
2018,January-2018 ,1/31/2018,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 1,VINDHYACHAL STPS UNIT 1,210,210,3.68,4.71,0.00,0.00,93.45,OK,0,Low Capacity,
2018,August-2018 ,8/22/2018,Odisha,Odisha,TALCHER STPSUnit 6,TALCHER STPS UNIT 6,500,0,0.00,0.00,0.00,500.00,0.00,OK,0,Low Capacity,
2018,July-2018 ,7/5/2018,Madhya Pradesh,Madhya Pradesh,VINDHYACHAL STPSUnit 13,VINDHYACHAL STPS UNIT 13,500,500,10.29,11.97,0.00,0.00,99.75,OK,0,Low Capacity,
2022,December-2022 ,12/10/2022,Odisha,Odisha,TALCHER STPSUnit 6,TALCHER STPS UNIT 6,500,500,10.61,11.04,12.00,0.00,92.00,OK,0,Low Capacity,
2021,February-2021 ,2/14/2021,Odisha,Odisha,TALCHER (OLD) TPSUnit 3,TALCHER (OLD) TPS UNIT 3,60,60,1.43,1.42,14.00,0.00,98.61,OK,0,Low Capacity,
